row_id,county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k
293,6a72569,08f8fb4,8722,859,25.924,3,23.72,0.939207541,0.026431938,0.01126378,0.007419316,0.003085557,0.00257629,0.010015578,0,8.856,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.485,0.063,0.224,0.119,0.318,0.257,0.129,0.09,0.214,0.29,10.33192761,,33.42,271,4409,2910,0.502,0.226,0.202,0.094905095,0.487512488,0.276723277,0.140859141,11.25401929,10.79467157
294,38a0241,528ea9f,11150,1220,20.741,10,32.019,0.945916159,0.030378326,0.002003847,0,0.006332158,0,0.015369509,0,14.601,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.465,0.065,0.243,0.084,0.297,0.306,0.132,0.081,,0.381,13.48947815,,28.85,320,2850,11220,0.506,0.22,0.183,0.21335992,0.462612164,0.222333001,0.101694915,9.18257112,11.4332013
295,30d2dad,842bd12,27048,1559,17.784,9,23.099,0.872599257,0.001489603,0.103358557,0.004329778,9.93E-05,0.002393295,0.015730203,0,8.815,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.455,0.04,0.267,0.105,0.272,0.103,0.087,0.06,0.085,0.236,9.626027219,,20.21,214,3819,4380,0.496,0.35,0.102,0.122122122,0.305305305,0.371371371,0.201201201,17.64815159,5.387330485
296,b2be407,1646cf6,1547703,288255,47.576,11181,34.277,0.357644349,0.416285242,0.132605539,0.00181281,0.068125595,0.000300466,0.019820722,0.003405278,21.057,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.445,0.081,0.2,0.057,0.307,0.231,0.116,0.111,0.172,0.285,11.51024445,22.86,8.59,319,1649,1490,0.523,0.227,0.123,0.179461615,0.33998006,0.229312064,0.251246261,14.47146891,9.061514011
297,7305607,528ea9f,18756,2070,26.216,17,29.12,0.937506207,0.027279588,0.018411488,0.001290989,0.003396294,0,0.012016127,9.93E-05,15.605,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.376,0.085,0.263,0.077,0.339,0.342,0.125,0.089,,0.35,13.47173973,,28.71,341,6570,2659,0.508,0.22,0.162,0.250755287,0.362537764,0.227593152,0.159113797,11.53896358,9.502675891
298,48fa503,5086a32,2611931,688970,70.288,8610,32.725,0.358595139,0.309403024,0.197677205,0.001697657,0.113683117,9.99E-05,0.01486948,0.003974515,19.477,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.463,0.076,0.2,0.043,0.234,0.139,0.101,0.09,0.134,0.26,10.96368625,8.1,4.87,266,1709,1580,0.524,0.234,0.117,0.209418838,0.26252505,0.20240481,0.325651303,15.9934315,6.038916352
299,aa126c7,20d32fc,26077,3220,33.804,137,30.929,0.454644798,0.4870471,0.033886071,0.003428709,0.011820023,0,0.008772282,0.000401019,17.621,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.419,0.07,0.22,0.063,0.346,0.198,0.133,0.119,,0.29,12.38740128,10.23,26.28,340,4109,2210,0.478,0.208,0.152,0.206793207,0.416583417,0.277722278,0.098901099,9.726093224,11.22537242
300,0f43d47,485e9af,23759,2398,30.911,,27.676,0.666663337,0.205236292,0.060024573,0.008221039,0.033113906,0,0.026041615,0.000699238,13.253,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.439,0.057,0.215,0.06,0.34,0.233,0.113,0.081,0.175,0.319,12.40275577,5.38,14.08,283,4029,7869,0.498,0.272,0.116,0.199600798,0.392215569,0.266467066,0.141716567,13.27829085,7.447759288
301,476e5ad,e899d7f,44012,4123,23.686,47,28.146,0.80453144,0.102218517,0.076990288,0.003585381,0.002882365,0,0.007883822,0.001908186,14.858,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.434,0.064,0.256,0.073,0.383,0.2,0.126,0.1,0.093,0.316,12.76327962,3.68,36.11,351,4910,5479,0.506,0.248,0.144,0.216515609,0.390735146,0.250755287,0.141993958,13.69190922,11.06762662
302,7e569d5,528ea9f,17764,2063,26.496,25,28.418,0.942631563,0.002791871,0.035123533,0.001390932,0.001110744,0.009536389,0.006614432,0.000800536,19.776,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.371,0.103,0.239,0.078,0.323,0.308,0.131,0.08,0.078,0.384,13.28411317,,25.59,330,2940,1600,0.513,0.219,0.182,0.251741294,0.368159204,0.256716418,0.123383085,10.64938724,12.95957177
303,c818403,20d32fc,135597,17877,36.614,764,32.147,0.263377352,0.240966493,0.082139978,0.377382149,0.007304427,0.000398061,0.025625205,0.002806333,26.028,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.375,0.094,0.345,0.091,0.408,0.255,0.155,0.109,0.084,0.371,12.06400403,23.24,37.93,324,5360,2250,0.518,0.266,0.12,0.249246231,0.333668342,0.288442211,0.128643216,13.97332029,9.409393835
304,af08711,78e8330,5585,607,27.046,,29.263,0.869725046,0,0.019432063,0.091701307,0.004617619,0,0.014523965,0,17.877,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.522,0.053,0.213,0.105,0.336,0.169,0.098,0.05,,0.299,11.28092457,,23.81,311,2870,1909,0.493,0.214,0.235,0.111442786,0.389054726,0.329353234,0.170149254,9.4863075,11.99212458
305,e257015,78e8330,6841,1020,28.936,,27.266,0.856342778,0.011421918,0.033322293,0.063563277,0.008009394,0,0.027340339,0,10.425,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.443,0.047,0.186,0.069,0.325,0.239,0.124,0.07,0.163,0.251,12.03199886,,22.12,299,1790,2319,0.491,0.17,0.243,0.075225677,0.30892678,0.384152457,0.231695085,7.886665693,18.54826932
306,805949,7572db1,621120,76655,30.969,1472,31.983,0.625154714,0.145627258,0.192690462,0.002334544,0.016371998,0.000301881,0.015909114,0.00161003,13.456,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.437,0.072,0.282,0.125,0.324,0.196,0.121,0.079,0.142,0.258,10.71014787,5.42,21.39,263,3810,2090,0.512,0.229,0.188,0.163509472,0.360917248,0.286141575,0.189431705,11.90532989,9.766314564
307,4c6161b,698ab34,34409,3531,26.909,101,30.83,0.473825959,0.484189842,0.028518134,0.001306707,0.00149623,0,0.01056338,9.97E-05,20.568,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.378,0.082,0.25,0.082,0.372,0.218,0.158,0.11,0.127,0.297,12.3525827,9.56,31.42,291,3600,2039,0.51,0.214,0.184,0.205179283,0.363545817,0.287848606,0.143426295,10.78198705,11.89534441
308,6a5e027,9dda412,21027,1757,21.861,14,28.213,0.97341436,0.004008235,0.011278756,0.001084113,0.003888883,9.95E-05,0.006027272,0.00019892,7.377,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.524,0.044,0.135,0.096,0.274,0.163,0.08,0.05,0.181,0.23,12.11931279,,14.62,213,2110,2980,0.499,0.233,0.198,0.091182365,0.359719439,0.355711423,0.193386774,13.4427961,11.3783667
309,7115cb5,158df01,36507,4200,25.379,110,26.297,0.962129869,0.010705479,0.008971352,0.001002386,0.003778994,0,0.012810489,0.000601431,11.131,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.432,0.076,0.205,0.082,0.318,0.207,0.115,0.08,0.137,0.306,13.92192619,,17.07,291,3720,2459,0.504,0.233,0.171,0.151302605,0.5,0.22745491,0.121242485,11.64789001,12.24801549
310,43ab731,842bd12,5312,531,29.154,-1,26.932,0.673940809,0,0.297242012,0.014847632,0.002314953,0,0.011654593,0,8.457,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.49,0.057,0.348,0.178,0.255,0.209,0.073,0.07,0.227,0.244,9.694328756,,37.97,236,5310,5180,0.481,0.309,0.115,0.212723658,0.383697813,0.287276342,0.116302187,13.74505743,9.790999812
311,b5b1a05,0f8930b,107897,12384,28.502,871,28.257,0.836918177,0.063257202,0.051756809,0.003900659,0.019795593,0.000201584,0.023766807,0.000403169,7.812,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.511,0.058,0.139,0.041,0.327,0.212,0.1,0.07,0.156,0.258,12.3624317,1.72,11.04,252,1560,2510,0.516,0.221,0.151,0.063126253,0.294589178,0.395791583,0.246492986,10.99924398,8.832586528
312,0e90d4d,528ea9f,4994,425,20.656,1,25.944,0.946946201,0.015557279,0.021979005,0.006739831,0.000785319,0,0.007992366,0,15.471,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.48,0.06,0.233,0.087,0.301,,0.127,0.09,,0.305,13.45022858,,35,349,5090,2519,0.514,0.223,0.195,0.179461615,0.380857428,0.307078764,0.132602193,14.04494382,14.04494382
313,0602f87,9dda412,335861,23648,19.988,431,30.663,0.837908718,0.048482794,0.039238954,0.005933209,0.040824467,0.000299153,0.026205837,0.001106868,5.549,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.554,0.042,0.106,0.062,0.306,0.17,0.082,0.07,0.192,0.224,12.24626621,1.98,8.44,158,1669,1740,0.504,0.252,0.108,0.065934066,0.286713287,0.370629371,0.276723277,12.69089242,5.554837117
314,ac1b619,c479f0c,6989,649,21.15,1,22.926,0.966056024,0.00089485,0.014166784,0.00478594,0.006193569,0,0.007601198,0.000301635,6.861,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.531,0.062,0.184,0.055,0.308,,0.103,0.06,,0.292,10.81912681,,33.96,303,880,3590,0.506,0.193,0.22,0.121,0.442,0.298,0.139,10.61540669,9.611246593
315,5876167,52acab4,3775,346,19.67,1,23.765,0.777443235,0.000794952,0.196691012,0.001093059,0.001291797,0,0.022685944,0,9.119,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.508,0.027,0.282,0.19,0.326,,0.116,0.07,,0.359,10.67175191,,59.11,367,3709,3689,0.507,0.248,0.185,0.166500499,0.3888335,0.237288136,0.207377866,16.55886158,10.86675291
316,d281769,9dda412,10689,957,20.109,7,29.619,0.962537288,0.001097443,0.01254078,0.00187563,0,0.000698373,0.021250486,0,7.53,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.526,0.046,0.114,0.067,0.296,0.187,0.096,0.08,,0.25,10.82428557,,17.27,187,2760,1080,0.498,0.187,0.237,0.051,0.365,0.341,0.243,9.301460329,13.11505906
317,cdcc58d,8036085,440,64,25.682,-1,32.228,0.986598093,0,0.013401907,0,0,0,0,0,2.344,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.586,0.042,0.292,0.224,0.246,,0.089,,,0.262,11.00812122,,,201,,,0.469,0.197,0.206,0.031968032,0.523476523,0.237762238,0.206793207,6.054490414,6.054490414
318,de93449,a952566,6601,908,41.761,1,40.688,0.888872128,0.010509378,0.013737618,0,0.070910645,0,0.015970232,0,26.986,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.504,0.058,0.206,0.057,0.293,,0.1,0.06,,0.243,12.81821422,,,218,1810,6630,0.533,0.202,0.165,0.181362725,0.405811623,0.24749499,0.165330661,11.02802327,11.63229851
319,22b02e3,08f8fb4,18776,1658,18.612,7,33.734,0.954363539,0.004365051,0.017671905,0.005030394,0.001219795,0.000302429,0.015726282,0.001320604,13.915,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.383,0.077,0.237,0.1,0.351,0.207,0.144,0.071,0.163,0.337,9.330676952,,25.54,290,4800,2380,0.502,0.173,0.273,0.153,0.447,0.287,0.113,7.912904939,14.97610197
320,612dd09,a952566,13572,2744,47.158,234,31.246,0.475210076,0.457725395,0.045508074,0.001397178,0.001397178,0,0.014071575,0.004690525,18.266,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.411,0.101,0.201,0.053,0.324,,0.136,0.111,,0.278,12.78731776,,19.19,398,,6769,0.549,0.219,0.203,0.22,0.296,0.308,0.176,12.69419536,14.83449574
321,73186ad,7572db1,337496,37222,24.608,501,32.822,0.72607455,0.123498424,0.116065371,0.003003153,0.014626651,0.000199545,0.015245241,0.001287065,13.135,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.387,0.073,0.291,0.115,0.314,0.21,0.124,0.08,0.146,0.272,11.44358896,5.25,21.93,259,2879,1830,0.519,0.189,0.267,0.139720559,0.363273453,0.317365269,0.179640719,10.02550087,13.97287514
322,a3bca1d,c479f0c,17699,1836,21.377,6,25.764,0.91715067,0.012105064,0.050555855,0.000698561,0.004191366,0,0.013392412,0.001906073,12.078,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.419,0.086,0.178,0.043,0.308,,0.099,0.08,,0.299,13.07255774,,16.47,307,2599,1359,0.5,0.211,0.191,0.152238806,0.311442786,0.32039801,0.215920398,10.73059361,13.64155251
323,c90c6cd,9d1e27d,22974,2492,29.476,51,26.153,0.925620082,0.0029057,0.047969006,0.001617606,0.008936774,0.000998522,0.00764868,0.004303631,13.59,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.434,0.065,0.265,0.076,0.339,0.353,0.122,0.079,,0.306,13.84839803,6.24,30.57,352,5689,4489,0.506,0.251,0.15,0.261523046,0.436873747,0.205410822,0.096192385,14.17879327,12.7740831
324,f22a56d,20d32fc,34746,4339,32.628,127,35.162,0.544853664,0.345720246,0.075755752,0.021173096,0.000401196,0,0.008274658,0.003821388,22.854,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.412,0.094,0.265,0.089,0.364,0.207,0.147,0.099,,0.335,11.89534523,10.22,35.14,350,3219,3879,0.517,0.221,0.171,0.20741483,0.331663327,0.321643287,0.139278557,10.84495464,11.21991318
325,6db604d,1646cf6,48676,4624,20.508,53,28.924,0.970960856,0.005007781,0.010544272,0.001985156,0.002304377,0,0.008599018,0.00059854,10.481,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.5,0.066,0.167,0.078,0.336,0.228,0.125,0.05,0.083,0.27,13.44633745,,23.5,281,2070,2609,0.499,0.21,0.196,0.14,0.506,0.219,0.135,9.547513158,11.11836468
326,0a5080f,5086a32,64431,7874,29.227,,28.373,0.950540357,0.009152177,0.019261445,0.002302999,0.004466422,0.001006939,0.012472085,0.000797575,10.949,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.453,0.066,0.141,0.041,0.319,0.192,0.099,0.07,0.189,0.262,11.50737744,,12.66,287,3290,2460,0.512,0.216,0.179,0.101202405,0.344689379,0.330661323,0.223446894,10.55400708,11.08640506
327,3b35803,c3dbf0a,8569,831,22.404,-1,28.278,0.795221467,0.107336889,0.039030686,0.004212232,0.003211702,0,0.050987023,0,17.021,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.323,0.065,0.267,0.055,0.357,0.284,0.111,0.091,0.135,0.323,13.17382105,,27.76,288,10969,2169,0.394,0.146,0.144,0.217652959,0.363089268,0.253761284,0.165496489,8.284230792,9.217665247
328,f7e9a2d,9d0874a,8519,756,12.629,4,33.743,0.6024567,0.363736405,0.021503564,0.001199599,0,0,0.011103731,0,18.291,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.36,0.093,0.277,0.091,0.358,0.256,0.143,0.14,,0.323,12.56198271,,45.21,393,8799,8730,0.506,0.238,0.166,0.230460922,0.379759519,0.283567134,0.106212425,12.61454243,14.5186243
329,c700fe1,842bd12,9777,1138,27.403,1,31.103,0.970276788,9.92E-05,0.013536715,0.000198486,0.00157796,0,0.014310809,0,9.591,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.467,0.076,0.216,0.136,0.258,0.181,0.087,0.05,0.168,0.242,9.628431173,,16.57,169,1369,639,0.48,0.184,0.192,0.064676617,0.285572139,0.350248756,0.299502488,9.797349559,6.084669726
330,a876629,78e8330,1403,152,18.238,,16.153,0.876143771,0,0.007066962,0.079560632,0,0,0.037228635,0,6.099,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.511,0.028,0.184,0.092,0.337,,0.102,,,0.34,10.1720588,,,272,,,0.491,0.224,0.222,0.080919081,0.475524476,0.281718282,0.161838162,12.93568092,9.34243622
331,8282823,7dd3518,100623,16090,42.227,,30.838,0.719742118,0.041378556,0.074051596,0.057227567,0.025808121,0.005740665,0.076051377,0,5.38,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.469,0.057,0.25,0.114,0.29,0.195,0.06,0.06,0.2,0.223,,3.92,10.68,217,970,1370,0.47,0.249,0.071,0.055,0.235,0.392,0.318,16.97523155,4.366201405
332,c1399f3,e899d7f,22365,2267,34.04,5,28.929,0.551490218,0.414790612,0.01084791,0.012810296,0.00331713,0,0.006743834,0,24.426,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.349,0.111,0.238,0.063,0.356,0.208,0.139,0.151,,0.347,12.91604888,10.96,40.2,328,4560,2840,0.521,0.244,0.166,0.191532258,0.446572581,0.239919355,0.121975806,10.25966951,11.1222081
333,5746c41,e74aca3,51216,6040,29.426,40,26.275,0.956360084,0.012778979,0.013496676,0.0014952,0.007266674,0.00029904,0.007406226,0.00089712,7.497,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.534,0.048,0.14,0.073,0.264,0.173,0.092,0.059,0.258,0.194,11.68120751,,18.21,256,3430,1819,0.478,0.21,0.162,0.087174349,0.386773547,0.312625251,0.213426854,10.36088475,9.487776484
334,31b9123,4522abc,7714,865,24.734,0,28.828,0.653461097,0.3277836,0.007066926,0,0.002714977,0,0.008973399,0,20.516,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.438,0.083,0.274,0.129,0.357,0.443,0.138,0.109,,0.316,12.83304958,,32.25,345,7789,3930,0.509,0.191,0.193,0.187064677,0.422885572,0.268656716,0.121393035,8.629707113,10.9832636
335,09b6d8f,105e445,82272,13357,38.109,171,29.31,0.86392281,0.031780491,0.051379466,0.001899593,0.017478265,0.000201015,0.029890949,0.003447409,6.646,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.54,0.066,0.118,0.033,0.219,0.126,0.077,0.07,0.209,0.202,10.30043181,,6.51,220,1180,1130,0.516,0.19,0.182,0.073,0.232,0.245,0.45,8.525345622,8.986175115
336,60123bb,a952566,12227,1855,31.335,36,31.23,0.541423303,0.365344364,0.07938802,0.000607994,0.007903917,0.00158477,0.003747633,0,16.136,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.506,0.076,0.252,0.109,0.297,0.23,0.151,0.1,0.165,0.337,12.02943533,10.31,27.28,271,1040,820,0.529,0.196,0.235,0.203406814,0.341683367,0.248496994,0.206412826,11.28630705,16.34854772
337,b711ffb,e2f94fa,11833,818,17.158,1,18.333,0.96331829,0.000597746,0.024388057,0.002390986,0.002889108,0.000199249,0.006216564,0,5.554,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.605,0.026,0.146,0.064,0.298,0.17,0.086,0.06,0.162,0.293,12.25148108,,14.78,244,2380,3890,0.502,0.272,0.167,0.09670987,0.370887338,0.323030907,0.209371884,14.71531848,8.384309364
338,d0671bb,4522abc,9005,1100,33.927,0,44.096,0.562873654,0.33590171,0.076971445,0,0.002205743,0,0.022047448,0,30.972,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.358,0.101,0.319,0.118,0.316,,0.135,0.11,,0.274,12.58502983,,21.04,330,,2029,0.527,0.226,0.145,0.289552239,0.366169154,0.222885572,0.121393035,10.79489696,11.88529059
339,b58c93f,5086a32,48354,4865,26.913,,31.648,0.948119055,0.013022306,0.015065409,0.003183671,0.011742886,0,0.008073234,0.000793438,12.328,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.495,0.062,0.135,0.049,0.298,0.213,0.104,0.069,0.22,0.26,12.56141718,,15.91,261,4070,3040,0.491,0.21,0.159,0.115230461,0.385771543,0.29759519,0.201402806,10.29549964,9.313981414
340,769f539,b795815,5359,614,21.254,2,19.005,0.978052887,0.001320658,0.01701733,0,0.001502122,0.0005948,0.001512203,0,6.783,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.565,0.026,0.146,0.07,0.282,0.126,0.093,0.06,0.192,0.305,11.50781528,,30.51,194,2759,669,0.5,0.224,0.214,0.066933067,0.41958042,0.346653347,0.166833167,10.26023692,13.24503311
341,2395097,1646cf6,46585,5430,29.379,105,26.867,0.964752036,0.007057579,0.012997125,0.000299473,0.00476162,0.000199649,0.009932519,0,10.989,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.451,0.063,0.175,0.083,0.302,0.16,0.109,0.07,0.109,0.267,12.76580496,,15.58,247,3380,2230,0.514,0.227,0.197,0.177532598,0.502507523,0.203610832,0.116349047,11.83673032,11.42930663
342,3b11789,9d1e27d,102469,14010,34.975,,31.374,0.871372721,0.045511972,0.053709101,0.001094277,0.010306099,0,0.015906807,0.002099022,15.117,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.481,0.059,0.229,0.059,0.301,0.254,0.13,0.09,0.072,0.337,13.50060576,2.43,15.8,326,2250,1850,0.51,0.226,0.149,0.174174174,0.321321321,0.304304304,0.2002002,11.97253933,9.453032685
343,2c5638f,4522abc,25669,3355,28.317,68,29.401,0.829885266,0.122164418,0.028975864,0.003236344,0.004204222,0,0.011533886,0,12.531,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.444,0.075,0.266,0.1,0.314,0.18,0.151,0.101,,0.267,13.39611861,,28.89,323,2929,1519,0.519,0.222,0.171,0.199598796,0.383149448,0.255767302,0.161484453,11.96876349,11.49786132
344,f02b92d,e899d7f,23951,2485,23.741,18,26.517,0.942411124,0.005106005,0.027850937,0.002926367,0.001816365,0,0.019889202,0,15.837,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.398,0.086,0.227,0.055,0.359,0.229,0.12,0.101,0.111,0.352,12.38123342,,37.78,310,6100,3039,0.509,0.212,0.191,0.254764293,0.339017051,0.291875627,0.114343029,10.24195053,12.43961603
345,87d898f,9dda412,136285,8056,17.028,,28.399,0.831868398,0.028546085,0.047516329,0.006531731,0.059087977,0.000201597,0.025643093,0.00060479,4.148,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.558,0.036,0.09,0.053,0.239,0.131,0.062,0.06,0.223,0.187,12.4090908,,9.07,183,2350,1630,0.505,0.292,0.086,0.053,0.236,0.329,0.382,13.6427323,4.232208115
346,1729011,842bd12,3805,521,27.336,-1,28.744,0.87117275,0.000805737,0.040911288,0.038091209,0.005851664,0.003394166,0.039773185,0,10.826,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.414,0.046,0.266,0.122,0.294,0.161,0.108,,0.278,0.236,10.69294633,,42.07,219,1980,3820,0.498,0.223,0.23,0.113659023,0.341974078,0.391824526,0.152542373,10.46435579,10.72596468
347,8698367,4522abc,47722,6832,36.439,310,35.423,0.594364082,0.359777767,0.025176435,0.001101156,0.010601131,0,0.008679113,0.000300315,22.247,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.396,0.093,0.24,0.086,0.352,0.21,0.119,0.11,0.091,0.306,12.70322091,5.3,16.7,351,2450,1019,0.522,0.251,0.154,0.190049751,0.437810945,0.221890547,0.150248756,13.09701609,11.3841687
348,231139d,a952566,331005,28433,23.496,2545,29.494,0.636633059,0.223484886,0.077104839,0.002312845,0.034532475,0.000400493,0.0230083,0.002523103,5.008,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.539,0.051,0.16,0.061,0.285,0.158,0.099,0.08,0.143,0.214,12.36625401,4.73,8.69,220,1530,1119,0.519,0.251,0.115,0.089730808,0.24227318,0.300099701,0.367896311,11.4031024,6.455500347
